speed_transitions,I_vib_bf_0_200,I_vib_bf_200_500,I_vib_bf_500_1000,I_vib_bf_1000_2000,I_vib_bf_2000_5000,I_vib_centroid,I_vib_peakfreq,I_vib_spec_entropy,I_vib_rms,I_vib_kurt,I_vib_crest,I_shock_bf_0_200,I_shock_bf_200_500,I_shock_bf_500_1000,I_shock_bf_1000_2000,I_shock_bf_2000_5000,I_shock_centroid,I_shock_peakfreq,I_shock_spec_entropy,I_shock_rms,I_shock_kurt,I_shock_crest,II_vib_bf_0_200,II_vib_bf_200_500,II_vib_bf_500_1000,II_vib_bf_1000_2000,II_vib_bf_2000_5000,II_vib_centroid,II_vib_peakfreq,II_vib_spec_entropy,II_vib_rms,II_vib_kurt,II_vib_crest,II_shock_bf_0_200,II_shock_bf_200_500,II_shock_bf_500_1000,II_shock_bf_1000_2000,II_shock_bf_2000_5000,II_shock_centroid,II_shock_peakfreq,II_shock_spec_entropy,II_shock_rms,II_shock_kurt,II_shock_crest,contrast_rms_ratio,contrast_rms_diff,contrast_hi_ratio,contrast_kurt_diff,filename,label
0,0.37827709480009153,0.3122414103313342,0.10439165543126074,0.07951324545793746,0.12541380380391443,737.2600083341572,92.7734375,4.475615377399436,0.07136734885179821,13.99389149284716,3.5275120741270465,0.5387690606799953,0.38515220502429626,0.07598874386936094,4.590679870179122e-05,4.404979622683478e-05,203.46680254528465,92.7734375,2.9970630698952245,1.4085757216607042,12.537976056032186,5.092773378482837,0.39620311162033806,0.3259800123394843,0.10011853535857261,0.06985472608036324,0.1076851825912776,664.1940349871795,92.7734375,4.414045691091412,0.05590059566354382,12.483212351465498,4.529583665787008,0.5480327060892154,0.3762034390587867,0.07569963646405066,2.9582508864998715e-05,3.460570781822823e-05,199.98300990751164,92.7734375,3.108412601853055,1.559692572335654,15.982650099899278,5.175423886226973,1.27668313240637,0.015466753188254391,1.0819637056461595,1.5106791413816616,Train11.csv,Normal
974,0.6179407007893928,0.1873092611485632,0.18066208587433036,0.011414154345245628,0.0026716986640293243,255.13975954230452,63.4765625,4.3346074973206905,0.38049864868875094,3.8371294361928534,5.495260214662225,0.5666105198937031,0.36540509524523823,0.06789564499110824,3.9898951135024314e-05,4.8801071672668616e-05,192.95699127653677,92.7734375,3.2946195356234522,1.2533379141929029,30.214430750667006,6.199285405622866,0.8612740499677767,0.0600601507689921,0.0675616389579805,0.0060670600760113534,0.005035474063118546,143.3862256485347,63.4765625,2.9145709615603326,0.46368367298571345,4.187815646703571,5.345413366287119,0.5582682553972554,0.3687886945485094,0.07288365965608583,2.345514247593046e-05,3.590984211926514e-05,197.92402101745355,92.7734375,3.4055413095343003,1.4698684665143131,25.689833787981446,6.181678100234329,0.8205996243475125,-0.0831850242969625,2.6087142667316003,-0.3506862105107178,Train12.csv,Side II
0,0.37732774696618027,0.3112558141146649,0.10661406157427539,0.07956690828775609,0.1249847750990408,735.1323271973694,92.7734375,4.556004242372946,0.07099926062282821,22.264751700300636,3.566612000445893,0.5412030687963276,0.3821246672228897,0.07657641093419917,4.7659709714159626e-05,4.815599007009544e-05,202.76121846280395,92.7734375,3.072812740608528,1.2292124977296734,56.50976160957562,6.188727523815656,0.39206967647461927,0.3275130439980708,0.0992284752579487,0.06931431929830989,0.1116768582904598,677.3880921698751,92.7734375,4.446676010577841,0.05459590626055201,13.220414502946777,4.673078530975254,0.5481275752253206,0.37754728354359196,0.07425305972500255,3.26472004485769e-05,3.9407632010753645e-05,199.36200584249065,92.7734375,3.1107245158313495,1.373585338206814,56.680454550380134,6.091951272316981,1.3004502385864436,0.016403354362276204,1.1046510131006184,9.044337197353858,Train13.csv,Normal
1100,0.702033812929865,0.06647219539337662,0.21903517626791968,0.009389972431451326,0.003067072896968707,235.17977658243728,53.7109375,3.800602781589984,0.39373462014951044,3.1635139371740686,5.534732024725521,0.5510189603167068,0.3829319645997617,0.06593643032129062,5.4004275230317426e-05,5.858767827510048e-05,199.1689985196609,92.7734375,3.182129441718202,1.2635856513794803,25.47985404345002,5.731435495539357,0.7183648947874118,0.06284293207091228,0.20645919134462956,0.009537983580808958,0.0027927480645800326,224.78881078495144,48.828125,3.8656731518143994,0.39917852467135745,4.466621056244412,5.769006045187853,0.5682158506655023,0.37106207656038487,0.06063170968456066,4.150089248209539e-05,4.879644790138566e-05,191.25907735026217,92.7734375,3.1635977945615825,1.3478019386415785,22.33493167704837,5.379923761174146,0.9863622284974092,-0.0054439045218470095,1.0575376632619613,-1.3031071190703432,Train14.csv,Normal
1074,0.6639074588974221,0.14751335249681338,0.17795524280956315,0.008441201533168534,0.0021815577530080164,230.4847779214231,48.828125,4.368378062048636,0.4364506209278285,6.02378302430691,6.2910721971466,0.5711555210071932,0.3466328864914117,0.08210115716192767,5.2398031107185304e-05,5.799179068551844e-05,193.92958740597604,92.7734375,3.4412438089904516,1.256162792263135,36.83317419598619,6.5713605344640245,0.6435641673131216,0.16101870248029834,0.1805172015315716,0.012155702308622795,0.002742324012102503,240.30241168747742,63.4765625,4.339773533357957,0.4067073739972358,3.245887723092605,5.761050634083006,0.5854841052031073,0.3401538306675497,0.07427338363591669,3.6603148098975136e-05,5.202328171218288e-05,186.75030666674039,92.7734375,3.4104094656604778,1.345322134881497,37.30969932905907,6.353089327108528,1.0731318086641406,0.029743246930592715,0.9674242701501362,2.777895301214305,Train15.csv,Normal
156,0.8206342119534512,0.16365254561665254,0.011687402801896741,0.0019842933824691664,0.0020397654945515787,134.75506215115692,53.7109375,3.925673816286351,0.23269256430933763,1.6606912232886346,4.1851421832175415,0.5379968110055027,0.386266249211177,0.07562442267712219,5.4768511182624944e-05,5.771657551904582e-05,203.86279968082664,92.7734375,3.129438175370592,1.229036022516036,72.86966201471768,7.663542288974048,0.8226555219608148,0.16073533282248595,0.011612305211395762,0.002566602089455663,0.0024279884136938997,129.36613210596178,48.828125,3.859022930188484,0.2257313617120429,2.781238668434067,4.744900963811461,0.5524958499139384,0.3800622342981156,0.06735893999326005,3.758295775337084e-05,4.535036246068212e-05,195.420494231009,92.7734375,3.1362173394776507,1.3464784045446327,61.27576233831237,5.7687720912060065,1.0308384334088962,0.006961202597294741,0.9642277031684409,-1.1205474451454323,Train16.csv,Normal
951,0.7380917338502285,0.1476342321770642,0.09461098709995297,0.009119609232818458,0.010541319634078101,205.93433984707286,53.7109375,4.193240784737523,0.48627428320918065,4.832517719095193,6.403973842065833,0.5520525636979184,0.3697364579217734,0.07814033611461366,3.5048031139670616e-05,3.556917432974994e-05,201.39602445530267,92.7734375,3.495543493804586,1.5520354396778044,11.17340732372926,5.695364028015209,0.7938578617441698,0.11834516464928077,0.0763154297229731,0.007557552791433252,0.003921751394885149,170.5818882758148,53.7109375,3.91669487253429,0.537821870998409,5.2441977786678535,6.148035121957028,0.5653065180134063,0.35617408413831375,0.07846001595704755,3.123682906720161e-05,2.8122889380634456e-05,197.69408995968922,92.7734375,3.5677807246812594,1.7529653620779069,11.612933027286182,5.511669014774954,0.9041549043037417,-0.0515475877892283,1.236758154846778,-0.4116800595726602,Train17.csv,Normal
1028,0.640939048903673,0.10565724356610146,0.23687438185365212,0.013095964751666373,0.0034314737957530064,259.26488165359154,102.5390625,4.215534547130673,0.33600968764123595,2.201520307688891,5.516034309313536,0.5414907937688808,0.39050179436525195,0.06792806595970946,3.849616182284092e-05,4.0819668932298486e-05,201.315871638221,92.7734375,3.184058172660609,1.403566243992707,15.099852547179166,5.279280832631136,0.6732749872014697,0.09737680024197486,0.21447373977559417,0.011762142498344973,0.00310956111338684,242.94895429563013,107.421875,4.135956232082504,0.340620126803761,1.6637035125409683,5.426963857361861,0.5493322773440542,0.3854789532529232,0.06511787872579977,3.19263679503681e-05,3.893569849846546e-05,196.47860180612898,92.7734375,3.237097660036311,1.5100597040350794,12.914706228121503,5.208393398356751,0.9864645692189357,-0.004610439162525071,1.1049102511410196,0.5378167951479229,Train18.csv,Normal
33,0.35501627133619806,0.29375312761335165,0.1322204298713289,0.08438963897136173,0.13437830986132995,792.3373436523051,92.7734375,4.799710397020387,0.07011061133673938,9.882578699165585,3.156803434569219,0.5451095811661991,0.38408413131160085,0.07069039514493544,5.727943482774859e-05,5.856920076390581e-05,199.84191347944216,92.7734375,3.046771543086311,1.2002475253005613,18.200697562723683,5.065239807171052,0.38969395940125806,0.30596489011225775,0.12043472473207148,0.07389588500834392,0.1098557849888066,688.9128857707459,92.7734375,4.5146267479533915,0.05277866728417594,11.569137598563948,4.293889180463185,0.5619380138044225,0.3733000302455419,0.06468633279695078,3.295471393184467e-05,4.262624527669516e-05,192.0559481830008,92.7734375,3.040389851214826,1.343007943343792,15.798604532605044,4.917735177026885,1.3283891696403392,0.017331944052563435,1.1146471881984454,-1.6865588993983636,Train19.csv,Normal
642,0.8132054964262914,0.10692688240398548,0.07275621884467182,0.0047978718325876035,0.002311378896255449,143.0952649313595,48.828125,3.2149069974313695,0.3404335272555842,3.938804952223263,4.947368011564638,0.5435271995702036,0.3802107920244306,0.07616595881557449,4.7804583908583084e-05,4.821342523486576e-05,201.40315743126132,92.7734375,3.2246981204892777,1.3622726925453679,14.71851666525181,5.451733165090044,0.7523423483914643,0.13640949974257438,0.10322490346557309,0.0056820454752300855,0.0023392203593971483,173.6335843139371,39.0625,3.326916559500128,0.2936339240985153,1.4911890936440229,4.8983615231809985,0.5461390102482478,0.38423387220120286,0.069556809946808,3.096762533249474e-05,3.9308841084383825e-05,197.88567029846251,92.7734375,3.2811876424539888,1.473426653265661,15.11661351240006,5.538553358473824,1.1593807736669643,0.04679960315706888,0.7121133290337693,2.4476158585792405,Train20.csv,Normal
1087,0.5281814889450059,0.08710330174846666,0.3687651820168809,0.012837531355407284,0.0031100962347239483,316.8452326821358,58.59375,4.130899168033019,0.3258265920277484,2.061233173399114,5.297948953169794,0.5450809350220457,0.3783824687136623,0.07644480179751932,4.5304708130251145e-05,4.645265138917164e-05,200.63456768691088,92.7734375,3.0866431497540923,1.2494576030117674,23.973419856095816,5.608729495919903,0.5588054315819582,0.08236136378467736,0.3440765648657573,0.01117987804415051,0.003573465895202649,300.053950207679,58.59375,4.0004703637800265,0.3374475783273885,1.8538158174579584,5.111922252075553,0.5428273778127712,0.3787641897018871,0.0783362400196169,3.240518607451912e-05,3.9758011933642965e-05,201.32842465410909,92.7734375,3.1406222291974615,1.3835252463544236,27.21890514274772,5.851836330921683,0.9655620961252606,-0.01162098629964009,1.0741612711437873,0.2074173559411554,Train21.csv,Normal
338,0.8066708988375629,0.15884912432877385,0.027772147378804617,0.0038744617911310336,0.0028304929049832845,141.59777840175207,63.4765625,3.9377442408334207,0.23160123521954853,13.214136271190611,6.603617449688774,0.5456011767221814,0.3783684483136248,0.07595234561428676,3.8886542033753486e-05,3.9109628520606594e-05,201.1926900874101,92.7734375,3.104256524405719,1.3482647227068911,22.15187903408646,5.828141889382975,0.7413857762608452,0.2156944138281861,0.034418023567626556,0.004741207537251463,0.003753430309757744,165.4959529934621,97.65625,4.171420879623189,0.19839806221023037,7.400757009830493,6.428302340248182,0.5480245893726186,0.38020601729698605,0.07170470757638556,3.161384655255674e-05,3.3048979328008526e-05,199.40597838809097,92.7734375,3.1699787476275527,1.5264331919871417,22.337194614926698,5.324628534133791,1.1673563313676847,0.03320317300931816,0.8081519342661847,5.813379261360118,Train22.csv,Normal
0,0.3638493439007011,0.3140577251354342,0.10466051167239829,0.08637586960803702,0.13088929560148932,765.898970318718,92.7734375,4.6347807163333865,0.0702160502447643,11.642776430181087,3.2694092898123777,0.5425838590485413,0.38614255874550407,0.07118022511171528,4.529568678286108e-05,4.802216137311677e-05,199.64513924378844,92.7734375,3.0739371528092465,1.3215581598329655,15.094959748553606,5.198134354648885,0.3784027017932328,0.3295836960119825,0.10057666906487465,0.07391125654438167,0.11727182330801297,705.5859505173029,92.7734375,4.51897565916737,0.05296207766125079,12.299652507446975,4.32159979680057,0.5468101306376225,0.38339253561045716,0.06972370568000906,3.316923936703724e-05,4.042415259539551e-05,197.22922585000134,92.7734375,3.132711523679967,1.4151181178022614,15.598362772287613,4.963643071729872,1.3257797280554477,0.017253972583513508,1.0948401129680287,-0.6568760772658884,Train23.csv,Normal
367,0.4322809213283229,0.14989624345410285,0.4047595600308509,0.008854906275832002,0.004201125261893962,336.3895203668376,517.578125,4.089519855787354,0.16125728470928677,0.8204931893658649,3.7611118768222083,0.5396768264800288,0.393317544470715,0.06691289064652406,4.1540665091531727e-05,5.116262747963857e-05,201.8131065032903,92.7734375,2.9038509998699227,1.19478320396451,38.27971948963924,6.2067834414996685,0.4867705535795306,0.15721014710255365,0.34255805327448124,0.008667752474157357,0.004784537889975919,306.8417794460504,48.828125,4.142754120647909,0.15651636488204557,1.1772406791827315,4.244146864853628,0.5442611632729157,0.39296682577116704,0.0627004473888752,2.8813263192415172e-05,4.271585438792603e-05,197.16946639417858,92.7734375,3.008163707365684,1.3687629542110529,35.280560245825136,5.818563034115714,1.0302902434548862,0.004740919827241202,1.1776311944033597,-0.35674748981686655,Train24.csv,Normal
0,0.37691678596155176,0.3146816235827857,0.10721851589039297,0.07958375475628028,0.12140288884141821,724.2329032291279,92.7734375,4.549305443632732,0.07064840454221508,13.72677732766053,3.3805794839498895,0.5353068338448427,0.3906657054065576,0.07394721997222779,4.01093612351975e-05,4.010135426429673e-05,203.3224392209623,92.7734375,3.055232920242878,1.3511538242770402,23.130058699862172,5.191712833364073,0.38464894809657857,0.3366797899685678,0.09389050468363828,0.07080484076817639,0.11377205633415886,686.5738998866834,92.7734375,4.393786158703681,0.05425546187933197,11.600803902555668,4.2737649195324625,0.541403388316423,0.3891221562870276,0.06941060022070446,2.967151499690832e-05,3.415524374615899e-05,199.67444981549053,92.7734375,3.0662138241728685,1.4906160954284426,23.139425276675347,4.814118679171802,1.3021436145396488,0.016392942662883103,1.1342291975525032,2.1259734251048616,Train25.csv,Normal
873,0.7639079835739724,0.15957823969929955,0.0693301439914282,0.005320693677052749,0.0018619741946597436,181.86711535308928,83.0078125,4.039525058295326,0.8329576981097856,1.9059275771039974,4.749229709189016,0.5798824804603544,0.33159933543187364,0.08843626788574949,3.958425598211962e-05,4.229909563717852e-05,199.01571626083475,92.7734375,3.781669115058585,1.410912599545029,13.814781585805257,6.187613484878421,0.7963367831987517,0.14062126179597048,0.05682712375833925,0.004434415432041638,0.0017793608082485204,165.78435870636275,83.0078125,3.858384342323025,0.9463596083568483,1.795592657020888,4.836107727376841,0.5960936148393409,0.3235723686783662,0.08025418599074859,4.0918948252623474e-05,3.88768021903923e-05,191.24533119267696,92.7734375,3.806641352593721,1.549878629508253,13.48178586097334,6.182721554750289,0.880170381189312,-0.1134019102470627,1.2185595960612563,0.11033492008310941,Train26.csv,Side II
0,0.3912161737601436,0.3183226037013579,0.09729147217513767,0.07845858566482027,0.11449973950383725,696.6880464534651,92.7734375,4.458230867967688,0.07164475609953885,11.686367207711228,3.4070829656373,0.5535739899496148,0.3825031478826207,0.06383444026755522,4.760934886115283e-05,4.0783146986748896e-05,195.17999115175215,92.7734375,3.0461246723659956,1.37990532933677,15.538202213148104,5.236402996414942,0.3989016292032582,0.3269895749372797,0.09142640664012186,0.07157812111688826,0.11086778378537526,674.0393912811625,92.7734375,4.4699173320059735,0.05522323294760893,12.514543931056954,4.446865257606646,0.5672054359365681,0.37165252162866774,0.06107664639695655,3.0738030930637855e-05,3.463154740185977e-05,189.57375717360873,92.7734375,3.1266774521560525,1.4523494520707187,15.495056686390031,5.514817011043429,1.2973661804650785,0.01642152315192992,1.0781912575076211,-0.8281767233457256,Train27.csv,Normal
954,0.728121932649211,0.15496679048905454,0.09866029322282509,0.00916655405877951,0.009082397222265616,208.5037474369155,39.0625,4.229622307097249,0.5249110450849871,4.813039642385812,6.005119763853239,0.5725143067569257,0.348623172981838,0.07876328875826283,4.815749124529186e-05,5.10350523600562e-05,196.09826602907657,92.7734375,3.622083815296969,1.287144984458163,19.98527411848913,6.661389646866567,0.7929209254562858,0.1245762621272761,0.07275602318024808,0.0069043966426882535,0.0028399202695405814,169.98651752912318,48.828125,3.9899121210540374,0.6248761033739696,7.250570239495378,6.598044517270097,0.5956523895497878,0.3251199084439398,0.07914593100687638,4.1227883818312776e-05,4.051290257175399e-05,189.4450598582929,92.7734375,3.794603120984377,1.5422777385571975,14.558532792226634,5.523319065786431,0.8400241926531465,-0.0999650582889825,1.3535811908560544,-2.437530597109566,Train28.csv,Normal
379,0.8304676656179156,0.13755134664922558,0.02460867631381481,0.004374774471247771,0.002995302847117922,133.50940069146216,58.59375,3.791466517297779,0.26861900273435857,6.029801142784479,5.5199832549293655,0.5385303731346828,0.3810739778056453,0.0802860695161066,5.253609219849562e-05,5.7007205704201114e-05,205.4141408748868,92.7734375,3.233771717520745,1.2101858135698125,29.41859339348646,6.153144383130883,0.829623746380393,0.14095506848605646,0.0225368557050367,0.004218289644206954,0.002663098778140574,133.4788003460145,63.4765625,3.7185953634153424,0.28191967427911807,4.336944338812725,5.409297356898449,0.5491110889756502,0.379360619919356,0.07144059358347107,3.784153318877065e-05,4.981861024978977e-05,197.47445713320107,92.7734375,3.293926579137435,1.3257235778357546,31.14293646939226,5.861659353280663,0.9528210560983691,-0.013300671544759501,1.083285077447611,1.692856803971754,Train29.csv,Normal
928,0.7004921797717669,0.16299738740118638,0.12266830844143878,0.010924343837324952,0.0029136916356433413,213.03649754596904,63.4765625,4.073638688092238,0.34650772973740795,4.829857251501305,5.6638808225447885,0.5741653914904383,0.36828284963712116,0.05746611136045093,3.858945105101731e-05,4.702364294174594e-05,187.49127992368167,92.7734375,3.215686555084524,1.335418715561512,18.668621791174132,5.3024059249354085,0.9102240990564477,0.04612107474478052,0.03737297084471749,0.0037024635304563126,0.002578429954093134,109.32740855035603,53.7109375,2.732812887631308,0.4223600804871279,3.9874511464852858,5.50253420022188,0.5743609055373641,0.3651033500066472,0.06045863384503499,3.027333753016554e-05,4.680225268068345e-05,188.07993637384666,92.7734375,3.2807885887364936,1.41688120694509,17.52948584757277,5.779379179614899,0.8204083314818857,-0.07585235074971997,3.252373372517137,0.842406105016019,Train30.csv,Side II
